mode,distance_km,passengers,occupancy,traffic_index,temperature_c,rain_index,weekend,co2e_kg
Metro,26.565,1,123.42,0.424,22.5,0.601,0,1.10879
Walking,3.575,1,115.97,0.017,23.64,0.429,1,0.0
Motorcycle,9.529,1,119.13,0.719,12.15,0.343,0,1.13595
Metro,17.487,1,113.44,0.819,18.99,0.664,1,0.72897
Metro,12.447,1,129.59,0.801,36.11,0.52,1,0.4612
Bus,19.601,1,18.97,0.642,35.72,0.152,1,1.89431
Metro,15.525,1,128.26,0.542,11.1,0.898,0,0.60516
Bus,28.29,1,24.99,0.715,13.6,0.981,1,2.17444
Car,8.848,4,4.0,0.07,12.43,0.466,1,0.4461
Walking,5.146,1,136.84,0.289,26.65,0.951,1,0.0
Motorcycle,8.424,1,120.56,0.304,34.29,0.93,0,1.04253
Metro,12.854,1,124.6,0.147,13.48,0.654,0,0.47927
Car,9.728,2,2.0,0.146,17.69,0.537,0,0.9893
Metro,10.348,1,112.8,0.52,29.0,0.412,1,0.48961
Bus,8.335,1,14.62,0.675,35.93,0.497,0,1.0493
Bicycle,4.501,1,116.3,0.721,25.47,0.709,0,0.00751
Metro,31.907,1,120.5,0.876,28.29,0.5,0,1.27313
Metro,5.273,1,123.31,0.683,17.38,0.97,0,0.21203
Bus,50.291,1,13.23,0.86,26.84,0.523,1,7.1932
Bus,15.964,1,18.16,0.76,10.74,0.052,1,1.6486
Bicycle,10.696,1,118.85,0.418,24.06,0.459,1,0.00918
Bus,3.392,1,14.8,0.047,14.3,0.869,1,0.3756
Walking,9.213,1,126.32,0.944,29.93,0.531,0,0.0
Bicycle,4.729,1,117.52,0.628,16.06,0.547,0,0.00182
Car,2.763,5,5.0,0.716,16.63,0.629,0,0.12376
Metro,0.5,1,118.99,0.154,23.63,0.879,1,0.02302
Bus,10.122,1,26.53,0.656,20.53,0.914,1,0.74065
Bus,3.561,1,25.21,0.844,25.99,0.468,1,0.28782
Walking,8.809,1,103.73,0.397,15.42,0.588,1,0.00366
Car,4.188,2,2.0,0.691,19.04,0.087,1,0.43412
Car,11.096,1,1.0,0.62,23.45,0.946,1,2.53548
Car,18.985,5,5.0,0.156,37.65,0.234,0,0.79261
Walking,4.721,1,107.64,0.428,38.15,0.238,1,0.0
Motorcycle,6.486,1,126.27,0.622,39.69,0.897,1,0.77069
Bicycle,7.739,1,116.66,0.191,14.62,0.012,0,0.00731
Motorcycle,3.384,1,121.68,0.254,33.5,0.422,0,0.38031
Walking,5.449,1,127.67,0.586,32.52,0.753,0,0.0
Bus,10.506,1,8.5,0.376,16.7,0.375,1,2.20089
Bicycle,3.719,1,116.13,0.396,38.05,0.726,1,0.0
Walking,12.586,1,121.73,0.781,37.45,0.949,0,0.00083
Walking,11.371,1,120.82,0.178,18.86,0.298,1,0.0
Car,5.398,1,1.0,0.651,36.68,0.998,1,1.24584
Bus,4.466,1,6.81,0.715,25.12,0.097,1,1.19226
Car,6.625,2,2.0,0.432,16.78,0.48,1,0.70541
Bus,3.907,1,7.61,0.279,35.09,0.691,1,0.87235
Bicycle,10.333,1,124.26,0.796,13.99,0.808,1,0.0
Walking,4.651,1,122.09,0.288,13.49,0.247,0,0.0092
Car,2.695,4,4.0,0.032,27.91,0.689,0,0.12535
Metro,14.42,1,130.44,0.646,12.52,0.81,1,0.53975
Metro,14.983,1,120.68,0.215,10.0,0.258,1,0.57245
Bus,8.297,1,16.07,0.391,16.94,0.218,1,0.88549
Bicycle,4.482,1,113.7,0.047,31.13,0.507,0,0.0
Walking,10.925,1,121.03,0.702,25.28,0.747,1,0.0
Metro,4.728,1,116.72,0.551,38.16,0.24,0,0.19439
Metro,17.631,1,120.74,0.163,15.41,0.559,0,0.69689
Bus,8.636,1,14.6,0.542,35.63,0.664,0,1.06327
Motorcycle,17.771,1,113.01,0.758,35.44,0.2,0,2.10937
Car,14.823,5,5.0,0.506,38.1,0.409,1,0.6364
Motorcycle,19.929,1,118.18,0.34,32.38,0.94,0,2.25249
Metro,6.451,1,130.51,0.464,30.38,0.914,0,0.24377
Car,1.167,2,2.0,0.422,39.38,0.279,0,0.11699
Bus,17.429,1,17.9,0.636,19.88,0.06,0,1.76816
Bus,13.282,1,35.54,0.783,20.98,0.632,1,0.69312
Bicycle,11.718,1,121.12,0.738,37.36,0.919,1,0.0
Car,10.388,3,3.0,0.314,35.44,0.684,1,0.76874
Walking,15.951,1,113.41,0.557,24.31,0.276,0,0.00901
Metro,12.751,1,124.38,0.94,27.51,0.52,1,0.50114
Bicycle,23.409,1,108.84,0.953,23.18,0.097,0,0.00908
Bicycle,14.244,1,108.92,0.569,25.49,0.324,0,0.00307
Bus,11.721,1,21.09,0.192,22.81,0.133,0,0.93912
Bus,15.932,1,22.51,0.2,31.91,0.948,0,1.27568
Motorcycle,4.75,1,114.97,0.199,23.34,0.068,1,0.52319
Motorcycle,8.623,1,114.82,0.141,28.21,0.308,0,0.94873
Bus,13.56,1,12.36,0.979,19.48,0.035,0,2.09001
Car,4.884,1,1.0,0.296,14.38,0.641,0,1.05365
Motorcycle,2.265,1,120.89,0.807,30.75,0.751,1,0.27622
Bicycle,8.956,1,114.37,0.67,21.46,0.829,0,0.0
Motorcycle,25.453,1,121.43,0.231,29.69,0.513,1,2.84374
Car,11.599,2,2.0,0.233,18.85,0.095,0,1.16507
Bicycle,3.534,1,134.48,0.664,23.08,0.649,1,0.0
Metro,26.492,1,123.88,0.994,19.42,0.945,0,1.00492
Bicycle,11.5,1,109.83,0.581,35.31,0.079,1,0.01985
Walking,4.536,1,125.08,0.131,27.23,0.148,0,0.0
Car,46.533,4,4.0,0.382,22.16,0.817,1,2.57502
Metro,7.147,1,120.17,0.107,19.78,0.603,0,0.28285
Car,9.211,2,2.0,0.469,11.57,0.331,0,0.99611
Motorcycle,8.674,1,109.93,0.584,25.14,0.599,0,1.01263
Bus,12.348,1,19.29,0.654,14.44,0.495,1,1.19325
Walking,10.704,1,127.25,0.559,29.1,0.932,0,0.0
Metro,8.388,1,133.72,0.928,37.62,0.949,0,0.30637
Metro,8.696,1,118.55,0.207,21.12,0.953,1,0.34686
Bicycle,8.354,1,115.74,0.065,29.28,0.657,0,0.01058
Bus,12.967,1,18.74,0.374,25.47,0.049,1,1.20171
Walking,10.027,1,126.92,0.501,39.9,0.567,0,0.0
Metro,3.924,1,115.5,0.427,33.91,0.042,1,0.18748
Bicycle,21.224,1,120.84,0.038,12.32,0.785,1,0.00855
Motorcycle,10.782,1,117.64,0.614,36.47,0.265,1,1.25615
Bus,13.729,1,8.39,0.024,33.25,0.363,0,2.66724
Walking,18.38,1,129.19,0.104,30.62,0.319,1,0.0236
Metro,35.928,1,130.72,0.893,23.59,0.708,1,1.30076
Motorcycle,1.118,1,127.89,0.27,27.54,0.79,0,0.15641
Car,2.804,2,2.0,0.954,14.43,0.889,0,0.3242
Bicycle,4.303,1,120.8,0.286,18.69,0.927,1,0.00886
Car,9.703,5,5.0,0.634,26.7,0.924,0,0.4329
Motorcycle,2.082,1,120.72,0.061,12.31,0.597,0,0.21754
Bus,31.664,1,34.95,0.276,19.7,0.323,1,1.54991
Bicycle,7.452,1,111.4,0.829,25.42,0.475,0,0.0
Bicycle,10.827,1,121.01,0.129,17.2,0.535,1,0.00579
Bicycle,8.634,1,112.16,0.845,14.49,0.614,0,0.00163
Motorcycle,26.79,1,130.79,0.201,11.68,0.369,1,2.91814
Motorcycle,5.315,1,122.55,0.07,30.1,0.5,0,0.56786
Car,20.062,5,5.0,0.75,28.24,0.394,0,0.89674
Bicycle,13.722,1,130.37,0.474,22.72,0.39,0,0.0
Motorcycle,10.451,1,111.98,0.84,26.33,0.386,0,1.2739
Bicycle,1.616,1,128.19,0.585,22.76,0.758,1,0.0
Bus,11.556,1,12.56,0.689,23.47,0.389,0,1.70194
Motorcycle,5.067,1,129.12,0.108,12.02,0.367,0,0.57636
Bus,16.361,1,32.95,0.119,13.85,0.005,1,0.80671
Bicycle,2.658,1,106.22,0.976,24.05,0.108,1,0.01737
Bicycle,7.761,1,130.27,0.978,12.19,0.15,0,0.0
Bicycle,11.098,1,105.45,0.026,26.99,0.401,0,0.0
Metro,6.331,1,110.88,0.35,10.07,0.781,1,0.2774
Bicycle,10.224,1,122.65,0.553,17.3,0.016,1,0.01163
Walking,8.81,1,131.77,0.438,22.83,0.282,1,0.00676
Metro,21.107,1,120.6,0.862,34.84,0.351,0,0.9055
Bicycle,9.701,1,115.66,0.058,15.25,0.782,0,0.00435
Bus,13.034,1,6.33,0.363,32.36,0.858,0,3.64277
Bus,10.338,1,7.5,0.053,11.94,0.105,0,2.22016
Walking,16.987,1,120.64,0.184,26.22,0.385,1,0.0
Walking,3.887,1,119.08,0.563,13.73,0.654,0,0.0
Bicycle,8.365,1,124.42,0.11,16.25,0.298,1,0.0
Bicycle,9.873,1,120.03,0.404,10.79,0.964,0,0.00175
Car,2.28,2,2.0,0.397,29.75,0.909,1,0.26085
Bus,20.167,1,22.06,0.023,16.17,0.828,0,1.52146
Car,9.897,2,2.0,0.303,24.01,0.228,1,0.9997
Walking,32.241,1,119.6,0.118,25.01,0.354,0,0.00274
Motorcycle,3.828,1,113.18,0.183,27.88,0.27,1,0.43675
Motorcycle,4.529,1,123.7,0.978,15.49,0.354,1,0.56968
Bus,25.016,1,18.92,0.409,34.84,0.0,1,2.28459
Metro,13.695,1,118.48,0.892,26.09,0.904,0,0.53346
Bicycle,27.222,1,124.88,0.188,38.09,0.58,0,0.0
Metro,16.468,1,124.86,0.214,27.47,0.355,1,0.63006
Metro,6.08,1,111.91,0.551,30.18,0.653,0,0.25098
Bicycle,22.057,1,109.62,0.115,13.94,0.313,1,0.0
Walking,15.199,1,127.0,0.229,36.41,0.139,0,0.0
Bicycle,6.061,1,129.29,0.016,23.95,0.697,0,0.0
Car,5.507,5,5.0,0.339,15.95,0.511,0,0.23126
Bicycle,6.023,1,122.45,0.623,36.79,0.222,0,0.00855
Walking,13.707,1,119.17,0.311,10.11,0.997,1,0.0
Motorcycle,13.297,1,112.73,0.568,39.99,0.767,1,1.60495
Bus,26.826,1,18.47,0.435,16.84,0.514,1,2.57685
Bicycle,12.924,1,121.16,0.62,16.17,0.943,1,0.0
Metro,8.817,1,126.34,0.013,33.34,0.175,0,0.354
Bicycle,16.246,1,125.71,0.197,10.67,0.778,0,0.0
Motorcycle,3.451,1,120.32,0.066,25.3,0.26,1,0.35563
Bus,5.528,1,17.12,0.113,36.0,0.701,0,0.53333
Walking,7.489,1,126.83,0.157,35.44,0.828,0,0.00274
Motorcycle,1.995,1,117.95,0.732,32.09,0.804,1,0.239
Bus,5.214,1,29.94,0.169,10.72,0.3,0,0.27699
Metro,4.033,1,115.31,0.674,29.03,0.027,0,0.16989
Bicycle,5.025,1,118.35,0.206,32.28,0.793,0,0.01871
Motorcycle,3.845,1,116.22,0.659,22.94,0.248,0,0.44668
Walking,4.228,1,131.2,0.773,13.18,0.065,0,0.00347
Car,12.322,1,1.0,0.212,16.76,0.466,0,2.46918
Bus,17.672,1,22.78,0.607,13.49,0.198,1,1.46945
Bicycle,14.872,1,110.84,0.299,36.43,0.397,1,0.0
Motorcycle,10.483,1,133.01,0.527,23.55,0.343,0,1.18518
Walking,18.255,1,107.65,0.436,20.45,0.68,1,0.0
Bicycle,3.339,1,123.31,0.118,33.36,0.105,0,0.00146
Bus,7.761,1,17.86,0.885,11.86,0.414,1,0.86617
Metro,7.699,1,123.82,0.135,33.88,0.584,0,0.31354
Bus,8.251,1,26.62,0.209,32.13,0.147,1,0.51869
Motorcycle,27.315,1,120.15,0.446,27.78,0.454,0,3.15626
Metro,22.795,1,124.58,0.264,14.44,0.394,1,0.89201
Walking,11.395,1,132.58,0.188,33.34,0.823,1,0.01974
Bus,4.394,1,20.89,0.095,31.21,0.829,1,0.35216
Motorcycle,23.825,1,115.81,0.134,33.46,0.272,0,2.45166
Bicycle,21.823,1,119.62,0.201,35.51,0.34,1,0.00588
Car,4.605,5,5.0,0.541,16.71,0.262,1,0.20938
Metro,33.913,1,113.15,0.786,12.24,0.203,1,1.48524
Car,20.264,3,3.0,0.903,17.89,0.901,0,1.68064
Car,16.948,4,4.0,0.804,39.53,0.297,0,0.92469
Motorcycle,11.895,1,126.79,0.968,37.82,0.118,0,1.48531
Car,27.047,5,5.0,0.022,12.05,0.794,0,1.07377
Bus,21.489,1,14.3,0.387,36.13,0.331,0,2.58829
Car,14.264,5,5.0,0.411,39.55,0.858,1,0.63342
Motorcycle,6.782,1,121.28,0.523,38.98,0.472,0,0.80684
Walking,11.08,1,115.05,0.643,13.75,0.796,1,0.02539
Walking,8.248,1,97.12,0.618,11.58,0.423,0,0.0
Car,13.981,1,1.0,0.969,21.86,0.299,1,3.33999
Walking,1.209,1,117.09,0.082,39.81,0.009,1,0.0
Bicycle,18.219,1,143.67,0.047,28.44,0.717,1,0.00232
Motorcycle,17.222,1,126.7,0.943,12.99,0.752,0,2.19877
Motorcycle,11.647,1,121.35,0.131,32.17,0.406,0,1.34208
Car,12.011,4,4.0,0.098,23.74,0.797,1,0.60915
Car,10.823,1,1.0,0.185,38.62,0.483,1,2.1308
Metro,1.792,1,114.46,0.412,33.46,0.304,1,0.06444
Metro,10.276,1,119.8,0.925,16.25,0.196,0,0.4051
Metro,2.019,1,112.31,0.064,15.32,0.149,0,0.11066
Car,2.047,5,5.0,0.323,21.79,0.316,1,0.08622
Metro,1.057,1,131.8,0.331,14.81,0.347,1,0.02029
Car,20.522,1,1.0,0.095,25.65,0.123,0,3.94565
Bicycle,21.745,1,115.22,0.201,28.01,0.98,1,0.00517
Bus,7.765,1,18.29,0.613,12.66,0.525,0,0.76385
Motorcycle,1.879,1,123.41,0.018,37.15,0.616,0,0.20521
Bus,9.88,1,25.72,0.511,21.13,0.946,0,0.69998
Metro,4.206,1,139.44,0.553,36.26,0.86,1,0.15715
Bus,17.59,1,14.58,0.891,12.79,0.287,0,2.34674
Walking,6.487,1,123.27,0.456,25.59,0.274,0,0.00576
Motorcycle,26.11,1,120.18,0.336,20.55,0.951,1,3.07482
Bus,12.313,1,35.32,0.434,35.28,0.161,0,0.60915
Metro,6.682,1,120.73,0.839,31.1,0.561,1,0.27466
Motorcycle,10.0,1,115.38,0.262,29.13,0.249,1,1.08439
Metro,8.55,1,130.18,0.317,33.15,0.115,0,0.3164
Metro,8.86,1,122.56,0.609,38.88,0.091,1,0.3709
Bicycle,12.925,1,122.86,0.502,35.15,0.263,0,0.0
Bicycle,14.76,1,126.22,0.095,30.33,0.342,1,0.00164
Metro,9.263,1,114.29,0.427,35.2,0.738,0,0.3922
Bicycle,6.851,1,109.99,0.598,31.61,0.611,1,0.01559
Bicycle,9.081,1,119.81,0.245,24.76,0.487,1,0.01708
Motorcycle,14.834,1,122.63,0.317,25.24,0.862,0,1.7623
Bus,17.122,1,14.6,0.125,28.34,0.827,1,2.04294
Car,2.227,3,3.0,0.896,25.75,0.277,1,0.16497
Walking,7.159,1,127.29,0.195,24.36,0.352,0,0.00029
Car,6.533,3,3.0,0.919,36.78,0.887,1,0.5257
Bus,10.581,1,32.69,0.391,26.77,0.334,0,0.56182
Bicycle,9.474,1,122.81,0.412,23.48,0.456,1,0.0
Bus,12.209,1,6.2,1.0,28.84,0.066,0,3.71228
Metro,5.274,1,120.3,0.43,39.88,0.667,0,0.21169
Metro,13.94,1,133.31,0.848,26.61,0.582,1,0.51284
Bus,8.924,1,25.64,0.693,36.79,0.769,0,0.63275
Bus,7.58,1,24.51,0.808,10.69,0.948,1,0.5976
Bus,14.055,1,25.23,0.974,28.87,0.227,0,1.08038
Bus,12.569,1,27.13,0.876,24.51,0.841,1,0.93358
Walking,20.332,1,114.49,0.82,18.86,0.024,0,0.0
Bus,5.381,1,26.91,0.972,37.27,0.6,0,0.39051
Motorcycle,18.895,1,119.82,0.059,39.95,0.838,1,1.98209
Motorcycle,10.179,1,134.83,0.381,17.34,0.275,1,1.0764
Bus,27.98,1,29.06,0.677,17.26,0.039,1,1.83827
Bicycle,6.876,1,120.8,0.894,23.44,0.787,1,0.00459
Walking,8.979,1,121.99,0.367,34.62,0.702,0,0.00405
Motorcycle,9.832,1,106.55,0.522,31.89,0.731,0,1.16548
Bicycle,12.584,1,108.6,0.583,30.59,0.912,1,0.02105
Motorcycle,5.679,1,128.51,0.723,35.89,0.815,0,0.7417
Motorcycle,5.542,1,123.36,0.303,35.08,0.951,1,0.64428
Bicycle,22.973,1,119.82,0.123,13.18,0.153,1,0.0003
Motorcycle,10.921,1,102.79,0.96,32.69,0.646,1,1.35724
Bicycle,20.497,1,115.03,0.461,21.85,0.271,1,0.0
Bus,22.697,1,10.64,0.34,21.29,0.707,0,3.79451
Motorcycle,24.512,1,129.62,0.495,27.23,0.933,1,2.94867
Metro,10.007,1,122.08,0.925,25.87,0.092,0,0.41094
Motorcycle,14.441,1,128.17,0.769,16.67,0.385,0,1.81292
Bicycle,6.247,1,103.18,0.403,11.89,0.859,1,0.0
Car,8.391,1,1.0,0.4,26.4,0.641,0,1.82906
Bicycle,2.167,1,124.26,0.865,38.73,0.847,0,0.00997
Motorcycle,55.636,1,102.42,0.251,33.78,0.506,1,6.34229
Walking,5.885,1,118.4,0.366,37.41,0.648,1,0.0057
Metro,21.152,1,110.91,0.404,33.41,0.744,0,0.98244
Bus,6.235,1,2.0,0.702,13.06,0.367,1,5.65204
Metro,5.303,1,134.64,0.265,28.48,0.557,1,0.2087
Motorcycle,8.261,1,132.3,0.081,24.62,0.838,0,0.87794
Bicycle,17.582,1,115.61,0.437,32.14,0.836,0,0.0
Car,13.328,4,4.0,0.9,33.33,0.19,0,0.77733
Motorcycle,20.074,1,124.81,0.874,31.82,0.882,0,2.56249
Car,3.831,5,5.0,0.794,25.6,0.087,0,0.17307
Metro,14.617,1,115.06,0.735,10.41,0.428,0,0.65599
Motorcycle,15.269,1,108.56,0.014,19.77,0.775,1,1.46093
Bicycle,18.978,1,127.91,0.197,23.37,0.945,1,0.0
Bus,9.131,1,20.43,0.82,17.11,0.329,1,0.80734
Bicycle,11.567,1,116.02,0.739,17.06,0.708,1,0.00106
Car,19.623,5,5.0,0.458,22.41,0.842,1,0.90528
Metro,17.55,1,113.09,0.621,34.97,0.845,0,0.7772
Metro,12.692,1,118.85,0.996,22.11,0.717,1,0.53768
Bicycle,9.333,1,127.14,0.18,32.34,0.698,1,0.00388
Metro,17.256,1,110.98,0.372,36.5,0.416,0,0.76898
Metro,9.565,1,136.1,0.561,38.72,0.657,0,0.34285
Metro,5.058,1,118.58,0.988,22.69,0.371,1,0.2141
Car,8.133,5,5.0,0.084,28.48,0.72,1,0.34878
Metro,7.689,1,104.37,0.336,23.79,0.636,1,0.33998
Motorcycle,23.192,1,108.65,0.619,12.32,0.034,0,2.60311
Bus,7.23,1,28.32,0.428,28.01,0.302,0,0.45921
Car,12.481,2,2.0,0.011,36.59,0.977,0,1.27881
Walking,10.217,1,114.74,0.933,33.29,0.145,1,0.00019
Walking,4.566,1,121.9,0.968,27.16,0.259,1,2e-05
Bicycle,13.246,1,122.41,0.639,20.27,0.926,1,0.00763
Car,3.911,1,1.0,0.905,24.73,0.554,1,0.93062
Bicycle,2.773,1,118.22,0.535,22.22,0.334,1,0.00484
Metro,6.744,1,117.95,0.738,16.58,0.657,1,0.28211
Bicycle,4.278,1,123.84,0.898,32.15,0.929,0,0.0
Bicycle,10.637,1,130.37,0.348,10.04,0.094,0,0.00309
Walking,2.042,1,136.61,0.413,16.26,0.923,0,0.0
Bicycle,4.695,1,103.16,0.109,13.75,0.399,0,0.01021
Walking,14.833,1,120.13,0.045,33.21,0.147,0,0.01204
Walking,25.469,1,116.5,0.126,15.09,0.614,0,0.0
Metro,6.612,1,111.17,0.794,37.34,0.081,1,0.28261
Bus,25.121,1,15.33,0.572,20.99,0.666,1,3.1479
Walking,10.652,1,115.6,0.131,16.01,0.301,1,0.0
Motorcycle,12.783,1,123.6,0.403,33.91,0.45,0,1.48823
Walking,6.424,1,115.58,0.853,18.22,0.501,0,0.0
Bus,6.322,1,24.18,0.766,31.15,0.884,0,0.51046
Walking,11.519,1,97.35,0.473,37.3,0.103,0,0.0
Car,8.549,3,3.0,0.671,33.19,0.067,1,0.61901
Metro,18.923,1,122.31,0.633,26.57,0.608,0,0.74919
Metro,22.576,1,131.47,0.301,15.8,0.801,0,0.84586
Walking,7.027,1,127.53,0.154,16.35,0.096,1,0.00343
Metro,5.987,1,126.51,0.985,38.6,0.779,1,0.24539
Bicycle,19.584,1,125.42,0.554,25.08,0.038,0,0.00488
Car,5.456,1,1.0,0.813,28.41,0.674,0,1.27975
Bus,8.561,1,19.46,0.93,39.94,0.783,1,0.83742
Car,8.006,3,3.0,0.269,39.54,0.98,1,0.52667
Motorcycle,24.704,1,139.49,0.648,12.24,0.104,1,2.86042
Motorcycle,5.173,1,116.61,0.789,19.21,0.731,0,0.64594
Motorcycle,6.156,1,132.28,0.774,37.46,0.137,0,0.71532
Metro,13.823,1,105.69,0.721,36.08,0.559,0,0.64862
Walking,2.847,1,116.25,0.736,39.28,0.012,0,0.0
Motorcycle,12.45,1,115.55,0.359,31.35,0.407,1,1.45573
Car,8.342,2,2.0,0.986,15.59,0.762,1,1.01041
Car,5.377,4,4.0,0.046,35.15,0.815,1,0.27004
Car,34.646,1,1.0,0.881,29.27,0.72,0,8.25575
Bus,11.344,1,13.77,0.837,36.8,0.651,1,1.55951
Bicycle,17.445,1,105.82,0.111,39.8,0.332,0,0.01624
Bicycle,8.772,1,122.8,0.512,10.46,0.483,0,0.0
Walking,2.36,1,117.01,0.195,26.18,0.461,1,0.00819
Motorcycle,5.786,1,120.36,0.636,35.93,0.788,0,0.73264
Bus,9.747,1,2.0,0.584,32.97,0.872,1,9.22922
Bus,18.267,1,16.88,0.701,15.44,0.833,0,2.00814
Car,16.844,3,3.0,0.589,10.5,0.199,1,1.17899
Car,21.567,4,4.0,0.179,28.05,0.917,1,1.1051
Motorcycle,6.621,1,108.7,0.034,20.01,0.878,1,0.69658
Motorcycle,35.717,1,113.41,0.532,13.36,0.949,1,3.9433
Bus,1.697,1,8.93,0.674,18.22,0.746,1,0.35991
Bicycle,5.144,1,118.89,0.773,26.34,0.939,0,0.00519
Bicycle,4.16,1,121.09,0.191,18.23,0.364,0,0.0
Bus,13.504,1,16.8,0.033,22.68,0.378,1,1.3229
Bus,22.189,1,19.05,0.192,19.59,0.277,0,1.93203
Bus,4.583,1,23.46,0.766,17.45,0.918,0,0.38029
Walking,1.138,1,114.06,0.112,22.47,0.864,1,0.0
Car,5.436,3,3.0,0.78,36.64,0.844,0,0.42412
Bus,2.176,1,26.77,0.602,11.74,0.677,1,0.14354
Motorcycle,32.12,1,119.04,0.006,27.31,0.007,1,3.30432
Walking,30.763,1,111.62,0.451,32.76,0.943,0,0.0
Metro,16.376,1,120.37,0.909,24.4,0.765,1,0.68249
Walking,25.135,1,122.76,0.565,36.19,0.233,0,0.0
Walking,21.408,1,115.26,0.049,11.96,0.415,1,0.00818
Bus,14.937,1,30.51,0.44,17.41,0.138,1,0.90414
Metro,19.442,1,112.28,0.612,28.44,0.213,1,0.85991
Motorcycle,2.222,1,127.96,0.152,14.55,0.127,1,0.237
Bus,5.54,1,13.11,0.935,36.07,0.576,0,0.80286
Bus,9.13,1,9.78,0.766,10.31,0.765,1,1.86448
Car,14.074,1,1.0,0.821,35.54,0.458,1,3.45199
Bus,6.013,1,23.68,0.874,11.83,0.111,0,0.489
Motorcycle,14.62,1,123.84,0.373,20.44,0.643,1,1.68882
Motorcycle,7.652,1,120.8,0.407,28.41,0.403,0,0.85732
Walking,8.124,1,114.07,0.467,24.19,0.771,0,0.0
Car,15.76,2,2.0,0.47,34.28,0.458,1,1.72295
Bus,3.394,1,32.25,0.902,10.81,0.522,1,0.20166
Car,15.946,1,1.0,0.649,15.35,0.797,1,3.56428
Motorcycle,30.52,1,126.69,0.758,31.17,0.457,0,3.63272
Walking,2.309,1,113.01,0.877,18.5,0.235,1,0.0
Walking,6.05,1,128.02,0.773,20.57,0.799,0,0.01016
Motorcycle,4.68,1,116.49,0.089,32.49,0.362,1,0.48271
Motorcycle,6.28,1,112.92,0.929,29.26,0.861,1,0.79282
Bicycle,1.575,1,134.02,0.91,14.41,0.182,1,0.00571
Motorcycle,4.585,1,125.29,0.348,13.08,0.302,1,0.4939
Metro,4.359,1,117.95,0.432,23.25,0.153,0,0.18696
Bus,9.013,1,16.41,0.38,35.93,0.032,1,0.8833
Walking,14.026,1,116.5,0.816,31.23,0.254,1,0.0
Motorcycle,22.259,1,112.79,0.178,16.44,0.846,1,2.48909
Bicycle,13.432,1,116.41,0.408,34.67,0.1,1,0.00248
Car,12.218,3,3.0,0.339,29.78,0.98,0,0.85054
Walking,8.78,1,135.06,0.87,34.07,0.819,1,0.01044
Walking,17.402,1,124.4,0.176,25.09,0.646,1,0.00684
Bicycle,11.917,1,117.39,0.888,15.22,0.625,0,3e-05
Metro,1.932,1,120.13,0.09,21.0,0.547,1,0.08124
Motorcycle,18.22,1,121.56,0.769,15.5,0.528,0,2.22728
Motorcycle,25.838,1,123.05,0.957,31.35,0.607,1,3.4906
Bicycle,9.661,1,102.73,0.024,22.83,0.652,0,0.01798
Bus,14.994,1,9.82,0.367,39.71,0.913,1,2.73235
Car,6.854,4,4.0,0.418,18.19,0.569,0,0.37209
Motorcycle,2.683,1,125.69,0.185,15.26,0.421,1,0.28854
Bicycle,14.378,1,115.82,0.564,11.69,0.25,0,0.00057
Bus,20.949,1,25.67,0.45,20.84,0.106,0,1.39174
Bus,5.606,1,25.76,0.981,35.08,0.214,1,0.44175
Bicycle,14.252,1,119.53,0.147,13.55,0.25,1,0.0
Motorcycle,10.805,1,111.4,0.65,13.25,0.668,0,1.32697
Bicycle,9.798,1,126.0,0.893,18.06,0.043,1,0.0
Motorcycle,19.271,1,115.72,0.6,39.34,0.464,0,2.24594
Walking,3.209,1,131.7,0.328,19.78,0.303,1,0.0
Bicycle,3.339,1,118.84,0.59,12.94,0.371,1,0.01391
Walking,7.575,1,112.72,0.75,32.56,0.239,1,0.02294
Car,10.768,4,4.0,0.436,33.21,0.001,1,0.57648
Metro,12.07,1,119.92,0.542,19.45,0.313,1,0.49612
Bicycle,9.124,1,119.13,0.26,25.19,0.039,0,0.00828
Walking,30.352,1,125.33,0.604,34.03,0.09,0,0.00332
Walking,6.269,1,116.12,0.582,13.6,0.754,1,0.0082
Car,18.047,1,1.0,0.198,15.09,0.306,0,3.71317
Motorcycle,11.252,1,118.14,0.365,13.3,0.027,0,1.20305
Walking,10.382,1,110.79,0.621,36.46,0.184,0,0.0
Bicycle,2.969,1,127.62,0.947,34.45,0.212,1,0.01012
Bus,6.318,1,20.28,0.724,12.76,0.725,1,0.59216
Car,22.004,5,5.0,0.196,12.36,0.98,0,0.94915
Car,6.983,2,2.0,0.672,21.96,0.835,0,0.79402
Car,19.236,2,2.0,0.364,32.09,0.416,1,2.04284
Metro,4.103,1,112.56,0.608,19.81,0.076,1,0.16942
Walking,7.807,1,126.47,0.266,35.29,0.683,0,0.0
Car,3.535,2,2.0,0.205,36.99,0.573,1,0.34806
Car,7.243,5,5.0,0.517,38.78,0.424,0,0.30113
Bus,7.823,1,11.74,0.894,32.07,0.096,1,1.26747
Bus,21.251,1,13.06,0.841,24.32,0.669,0,3.26325
Walking,9.691,1,126.24,0.297,18.94,0.875,0,0.0
Car,6.103,2,2.0,0.953,11.09,0.353,0,0.75038
Walking,12.497,1,123.8,0.106,27.41,0.223,0,0.01107
Metro,1.071,1,120.69,0.854,26.63,0.215,1,0.04577
Car,9.493,5,5.0,0.268,18.78,0.386,0,0.37908
Car,7.595,3,3.0,0.17,20.76,0.146,0,0.5274
